콘텐츠ID,콘텐츠분류,제목,언어,타이틀SEO,연관콘텐츠,탐나오연동여부,평점,소셜네트워크URL,조회수,외부검색어,좋아요수,리뷰수,북마크수,일정등록수,다녀왔어요수,PC사용여부,모바일사용여부,공개여부,작성상태,사용여부,영문PC사용여부,중문PC사용여부,일문PC사용여부,영문작성상태,중문작성상태,일문작성상태,영문공개여부,중문공개여부,일문공개여부,영문모바일사용여부,중문모바일사용여부,등록일시,SNS공유수,인기점수,등록일시_1,템플릿여부,번역요청일시,영문번역요청일시,중문번역요청일시,일문번역요청일시,페이지SEO자동여부,영문페이지SEO자동여부,중문페이지SEO자동여부,일문페이지SEO자동여부,사진공유수,번체PC사용여부,말레이어PC사용여부,번체작성상태,말레이어작성상태,번체공개여부,말레이어공개여부,번체모바일사용여부,말어모바일사용여부,번체승인일시,말레이어승인일시,번체번역요청일시,말레이어번역요청일시,번체SEO자동여부,말레이어SEO자동여부
CONT_000000000500550,관광지,제주러브랜드,국문,제주러브랜드,,y,4,,44606,,22,33,336,0,1,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,29,89443,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,34,y,,y,,y,,y,,2019-08-02,,2019-08-02,,y,
CNTS_000000000020979,음식점,스테이위드커피,국문,스테이위드커피,,y,5,http://www.facebook.com/StayWithCoffee,1384,,0,1,6,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-12-14,1,2773,,n,2016-12-14,2016-12-14,2016-12-14,2016-12-14,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000020987,관광지,오조포구,국문,오조포구,,y,5,,7078,,1,8,38,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-12-14,1,14199,,n,2016-12-14,2018-10-22,2018-10-22,2018-10-22,y,y,y,y,14,y,,y,,y,,y,,2019-08-02,,2019-08-02,,y,
CONT_000000000500293,관광지,산천단곰솔,국문,산천단곰솔,,y,5,,3298,,0,1,7,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,0,6601,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-08-05,,2019-08-05,,y,
CONT_000000000500669,관광지,표선도서관,국문,표선도서관,,y,,,1757,,1,0,5,0,0,y,y,n,y,y,y,y,y,y,y,y,n,n,n,y,y,2016-05-30,4,3517,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,n,,y,,2019-08-05,,2019-08-05,,y,
CNTS_000000000021712,테마여행,늘 자기 자리에 든든히 서있는 친구같은 <내 마음의 등대>,국문,늘 자기 자리에 든든히 서있는 친구같은 <내 마음의 등대>,,y,,,6210,,1,0,2,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-02-02,0,12423,,n,2017-02-02,2017-02-02,2017-02-02,2017-02-02,n,n,n,n,,y,y,y,y,y,y,y,y,,2019-02-14,2022-03-10,2019-02-14,n,n
CONT_000000000501259,음식점,본가,국문,본가,,y,,,1566,,0,0,5,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,0,3132,9448807,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-10-08,,2019-10-08,,y,
CONT_000000000501260,음식점,부지깽이,국문,부지깽이,,y,,,3070,,0,0,2,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,3,6140,8885087,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-10-08,,2019-10-08,,y,
CNTS_000000000022529,관광지,도두항,국문,도두항,,y,5,,5224,,0,8,1,0,1,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-08-24,6,10488,,n,2017-08-24,2017-08-24,2017-08-24,2017-08-24,y,n,n,n,19,,,,,,,,,,,,,,
CONT_000000000500626,관광지,가뫼물,국문,가뫼물,,y,5,https://www.instagram.com/gamoemul/,28968,,5,10,170,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,24,58001,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,6,y,,y,,y,,y,,2019-09-02,,2019-09-02,,y,
CNTS_000000000022200,축제/행사,예래생태체험축제,국문,예래생태체험축제,,y,,,3831,,1,1,1,0,1,y,y,y,y,y,y,y,y,y,t,t,y,n,n,y,y,2017-07-26,10,7670,,n,2017-07-26,2017-07-26,2017-07-26,2017-07-26,y,y,n,n,,y,,t,,n,,y,,,,2019-02-25,,n,
CNTS_000000000022204,음식점,세이 칠성로점,국문,세이 칠성로점,,y,,,628,,0,0,0,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-07-26,0,1256,,n,2017-07-26,2017-07-26,2017-07-26,2017-07-26,y,n,n,n,,,,,,,,,,,,,,,
CNTS_200000000008084,음식점,포트그릴 스테이크하우스,국문,포트그릴 스테이크하우스,,y,0,,2103,,2,0,3,0,0,y,y,y,y,y,y,,y,y,m,y,y,,y,y,,2018-12-28,1,4212,,n,2018-12-28,2019-01-04,,2019-02-28,y,y,n,y,0,,,,,,,,,,,,,,
CNTS_000000000000593,숙박,코자호텔,국문,코자호텔,,y,,http://blog.naver.com/love123magic,2302,,0,0,3,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-07-03,0,4604,12056475,n,2016-07-03,2016-07-03,2016-07-03,2016-07-03,y,y,y,y,,y,,y,,y,,y,,2019-07-19,,2019-07-19,,y,
CNTS_000000000000603,관광지,반 고흐 인사이드,국문,반 고흐 인사이드,,y,5,,7799,,0,6,69,0,0,y,y,n,y,y,y,y,y,y,y,y,n,n,n,y,y,2016-07-03,0,15628,,n,2016-07-03,2016-07-03,2016-07-03,2016-07-03,n,n,n,n,16,y,,y,,n,,y,,,,2019-02-25,,n,
CNTS_000000000021864,쇼핑,미앤제주,국문,미앤제주,,y,,,3153,,0,0,10,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-03-21,0,6306,,n,2017-03-21,2017-03-21,2017-03-21,2017-03-21,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CONT_000000000500389,관광지,수월이못,국문,수월이못,,y,,,2619,,0,0,6,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,0,5238,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-08-05,,2019-08-05,,y,
CNTS_000000000020306,음식점,구름물고기,국문,구름물고기,,y,3,,1492,,0,1,5,0,0,y,y,n,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-17,1,2989,9139443,n,2016-11-17,2016-11-17,2016-11-17,2016-11-17,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000020784,음식점,지금이순간,국문,지금이순간,,y,4,,4221,,0,7,16,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-29,4,8477,,n,2016-11-29,2016-11-29,2016-11-29,2016-11-29,y,n,n,n,8,,,,,,,,,,,,,,
CNTS_000000000020809,음식점,명도암수다뜰,국문,명도암수다뜰,,y,,,1075,,0,0,1,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-12-01,0,2150,,n,2016-12-01,2016-12-01,2016-12-01,2016-12-01,y,n,n,n,,,,,,,,,,,,,,,
CONT_000000000500763,숙박,타미우스골프앤빌리지,국문,타미우스골프앤빌리지,,y,,https://www.facebook.com/TameusResort,3328,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,2,6656,6877409,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-12-20,,2019-12-20,,y,
CONT_000000000500790,숙박,곱을락 (숙박),국문,곱을락 (숙박),,y,,,1221,,0,0,1,0,0,y,y,y,m,y,y,y,y,m,m,m,y,y,y,y,y,2016-05-30,0,2442,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,,y,,m,,y,,y,,,,2019-02-25,,n,
CONT_000000000500791,숙박,구름밭하우스,국문,구름밭하우스,,y,3,http://www.instagram.com/goormbat,3969,,3,2,9,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,6,7957,13009858,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,,,2020-09-07,,y,
CONT_000000000501139,숙박,호텔제이엠,국문,호텔제이엠,,y,,,1882,,2,0,2,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,0,3770,5040351,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,,,2020-09-07,,y,
CONT_000000000501408,음식점,하얀성&더돈,국문,하얀성&더돈,,y,,,2399,,0,0,17,0,0,y,y,y,m,y,y,y,y,m,m,m,y,y,y,y,y,2016-05-30,0,4798,8743711,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,,y,,m,,y,,y,,,,2019-02-25,,n,
CONT_000000000501411,음식점,한림바다체험마을,국문,한림바다체험마을,,y,3,blog.naver.com/badangvil,835,,0,3,4,0,0,y,y,n,y,y,y,y,y,y,y,y,n,n,n,y,y,2016-05-30,0,1670,8989236,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,2,y,,y,,n,,y,,,,2019-02-25,,n,
CNTS_200000000006419,관광지,야무치,국문,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,m,m,m,,,,,,2018-05-11,0,,,n,,,,,n,n,n,n,0,,,,,,,,,,,,,,
CNTS_200000000006420,관광지,야무치,국문,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,m,m,m,,,,,,2018-05-11,0,,,n,,,,,n,n,n,n,0,,,,,,,,,,,,,,
CNTS_000000000022254,숙박,하녹펜션,국문,하녹펜션,,y,,http://blog.naver.com/hanokteahouse,2658,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-07-28,7,5316,,n,2017-07-28,2017-07-28,2017-07-28,2017-07-28,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000022255,관광지,익스트림제주 카약올레,국문,익스트림제주 카약올레,,y,4,,17010,,7,6,122,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-07-28,23,34071,,n,2017-07-28,2017-07-28,2017-07-28,2017-07-28,y,n,n,n,,,,,,,,,,,,,,,
CONT_000000000501416,음식점,할매추어탕,국문,할매추어탕,,y,,,1261,,0,0,7,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,0,2522,12720455,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-11-01,,2019-11-01,,y,
CONT_000000000500010,관광지,5.16도로숲터널,국문,5.16도로숲터널,,y,5,,11781,,3,3,168,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,1,23586,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,6,y,,y,,y,,y,,2019-08-09,,2019-08-09,,y,
CONT_000000000501286,음식점,성춘(토종순대),국문,성춘(토종순대),,y,,,1262,,0,0,4,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,1,2524,9268629,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-11-01,,2019-11-01,,y,
CONT_000000000501340,음식점,인풍감자탕,국문,인풍감자탕,,y,,,1325,,0,0,5,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,0,2650,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-11-01,,2019-11-01,,y,
CONT_000000000500042,관광지,"걸서악 (동걸세, 걸세오름, 걸시오름)",국문,"걸서악 (동걸세, 걸세오름, 걸시오름)",,y,,,1421,,0,0,1,0,0,y,y,n,y,y,y,y,y,y,y,y,n,n,n,y,y,2016-05-30,0,2842,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,n,,y,,2019-10-02,,2019-10-02,,y,
CONT_000000000500776,숙박,ZeZuZip,국문,ZeZuZip,,y,,,1954,,0,0,2,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,1,3908,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,,,2020-09-14,,y,
CONT_000000000500779,숙박,가원비치펜션,국문,가원비치펜션,,y,,,458,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,0,916,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000020565,관광지,우도등대,국문,우도등대,,y,5,,9107,,4,28,125,0,0,y,y,y,y,y,y,y,y,y,m,m,y,y,y,y,y,2016-11-23,5,18366,4094868,n,2016-11-23,2019-04-17,2016-11-23,2016-11-23,y,y,n,n,52,,,,,,,,,,,,,,
CONT_000000000500214,관광지,믿거나말거나박물관 제주,국문,믿거나말거나박물관 제주,,y,4,,30945,,7,9,202,0,0,y,y,n,y,y,y,y,y,y,y,y,n,n,n,y,y,2016-05-30,12,61956,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,n,y,y,20,y,y,y,y,n,n,y,y,2019-12-19,2019-12-19,2019-02-25,2019-12-19,y,n
CNTS_000000000020455,음식점,떡하니,국문,떡하니,,y,4,http://instagram.com/tteog_hani,1831,,0,2,13,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-21,0,3672,,n,2016-11-21,2016-11-21,2016-11-21,2016-11-21,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_200000000008472,음식점,함덕카페h,국문,함덕카페h,,y,0,,1398,,4,0,7,0,0,y,y,y,y,y,y,,,y,m,m,y,,,y,,2019-03-22,1,2808,,n,,2019-03-27,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000008494,음식점,블루사이공,국문,블루사이공,,y,0,,1667,,1,0,5,0,0,y,y,y,y,y,y,,,y,m,m,y,,,y,,2019-03-25,3,3337,,n,2019-03-25,2019-03-25,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010614,테마여행,At a Glance: A Quick Guide to Jeju’s Best Festivals,영문,At a Glance: A Quick Guide to Jeju’s Best Festivals,,y,0,,176,,0,0,0,0,0,,,,m,y,y,,,y,m,m,y,,,y,,2020-09-16,0,352,,n,,2020-09-16,,,n,y,n,n,0,,,m,m,,,,,,,,,n,n
CONT_000000000501186,음식점,꽃밭에서,국문,꽃밭에서,,y,,http://blog.naver.com/kkobateseo/220137237737,1483,,0,0,2,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,1,2966,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-11-04,,2019-11-04,,y,
CONT_000000000501190,음식점,내가 찾은 맛고을,국문,내가 찾은 맛고을,,y,,,1266,,0,0,5,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-05-30,1,2532,8966329,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-10-30,,2019-10-30,,y,
CNTS_000000000020561,숙박,온더스톤게스트하우스,국문,온더스톤게스트하우스,,y,4,,2146,,0,4,6,0,0,y,y,n,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-23,0,4312,,n,2016-11-23,2016-11-23,2016-11-23,2016-11-23,n,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000020265,음식점,르피라트,국문,르피라트,,y,,,935,,0,0,3,0,0,y,y,n,m,y,y,y,y,m,m,m,n,n,n,y,y,2016-11-16,0,1870,4747375,n,2016-11-16,2016-11-16,2016-11-16,2016-11-16,n,n,n,n,,y,,m,,n,,y,,,,2019-02-25,,n,
CNTS_000000000020266,쇼핑,딜다책방,국문,딜다책방,,y,,http://blog.naver.com/dilda1130,2889,,0,0,7,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-16,0,5778,,n,2016-11-16,2016-11-16,2016-11-16,2016-11-16,y,y,y,y,,y,,y,,y,,y,,,,2020-09-22,,y,
CNTS_000000000021130,숙박,토마스하우스,국문,토마스하우스,,y,5,,1644,,1,1,5,0,0,y,y,n,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-12-19,0,3296,,n,2016-12-19,2016-12-19,2016-12-19,2016-12-19,y,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000021919,음식점,해변가든(켄싱턴리조트),국문,해변가든(켄싱턴리조트),,y,,,934,,0,0,3,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-05-02,1,1868,8908586,n,2017-05-02,2017-05-02,2017-05-02,2017-05-02,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000021934,축제/행사,제주 유채꽃 축제,국문,제주 유채꽃 축제,,y,,,25649,,0,1,7,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-05-08,16,51303,,n,2017-05-08,2017-05-08,2017-05-08,2017-05-08,y,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000022194,음식점,대굴대굴구이,국문,대굴대굴구이,,y,,,909,,0,0,0,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-07-25,1,1818,9096555,n,2017-07-25,2017-07-25,2017-07-25,2017-07-25,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022253,관광지,농업회사법인(주)태반의땅제주,국문,농업회사법인(주)태반의땅제주,,y,,,2435,,0,0,4,0,0,y,y,n,y,y,y,y,y,y,y,y,n,n,n,y,y,2017-07-28,1,4870,,n,2017-07-28,2017-07-28,2017-07-28,2017-07-28,y,y,y,y,,y,,y,,n,,y,,2019-08-12,,2019-08-12,,y,
CNTS_200000000009080,숙박,태흥여관,국문,태흥여관,,y,0,,538,"추자도모텔, 추자도숙소",0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2019-08-20,0,1076,,n,2019-08-20,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_000000000022562,음식점,마노르블랑,국문,마노르블랑,,y,5,,17282,,9,30,110,0,4,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-09-04,18,34741,10837129,n,2017-09-04,2019-04-22,2019-04-22,2019-04-22,y,y,y,y,80,y,,y,,y,,y,,2019-07-30,,2019-07-30,,y,
CNTS_000000000022563,음식점,영해식당 (제주점),국문,영해식당 (제주점),,y,,,1386,,0,0,5,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-09-04,0,2772,,n,2017-09-04,2017-09-04,2017-09-04,2017-09-04,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022564,음식점,우도돼지네 땅콩만두,국문,우도돼지네 땅콩만두,,y,,,1264,,0,0,6,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2017-09-05,4,2528,,n,2017-09-05,2017-09-05,2017-09-05,2017-09-05,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000020159,관광지,애월한담해안산책로,국문,애월한담해안산책로,,y,5,,110391,,42,60,956,0,1,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-10,194,221208,13006906,n,2016-11-10,2016-11-10,2016-11-10,2016-11-10,y,y,y,y,99,y,y,y,y,y,y,y,y,2019-08-09,2019-08-09,2019-08-09,2019-08-09,y,y
CNTS_000000000020823,음식점,일 이탈리아노,국문,일 이탈리아노,,y,,,567,,0,0,1,0,0,y,y,y,m,y,y,y,y,m,m,m,y,y,y,y,y,2016-12-01,0,1134,8681747,n,2016-12-01,2016-12-01,2016-12-01,2016-12-01,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022092,숙박,늘푸른 게스트하우스,국문,늘푸른 게스트하우스,,y,,http://blog.naver.com/leech203,1374,,0,0,1,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-07-06,0,2748,8317221,n,2017-07-06,2017-07-06,2017-07-06,2017-07-06,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019682,숙박,동산나라펜션,국문,동산나라펜션,,y,,,948,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-26,0,1896,,n,2016-10-26,2016-10-26,2016-10-26,2016-10-26,y,y,y,y,,y,,y,,y,,y,,2019-07-18,,2019-07-18,,y,
CNTS_000000000020710,음식점,리듬,국문,리듬,,y,5,,2331,,1,6,20,0,1,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-28,0,4695,12859978,n,2016-11-28,2016-11-28,2016-11-28,2016-11-28,y,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000020717,쇼핑,산호상점,국문,산호상점,,y,4,,7013,,0,4,28,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-11-28,10,14046,,n,2016-11-28,2016-11-28,2016-11-28,2016-11-28,y,y,y,y,3,y,,y,,y,,y,,,,2020-09-22,,y,
CNTS_000000000020696,음식점,비밀의숲 카페,국문,비밀의숲 카페,,y,4,https://www.instagram.com/secretforest75/,2285,,1,3,22,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-25,1,4588,,n,2016-11-25,2016-11-25,2016-11-25,2016-11-25,y,n,n,n,8,,,,,,,,,,,,,,
CNTS_000000000020785,음식점,빌레왓,국문,빌레왓,,y,3,,2663,,0,1,4,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-29,0,5331,10837126,n,2016-11-29,2016-11-29,2016-11-29,2016-11-29,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000020788,음식점,마므레,국문,마므레,,y,3,,1935,,0,1,2,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-29,0,3875,,n,2016-11-29,2016-11-29,2016-11-29,2016-11-29,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_200000000006411,관광지,234242,국문,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,m,m,m,,,,,,2018-05-10,0,,,n,,,,,n,n,n,n,0,,,,,,,,,,,,,,
CNTS_200000000006415,관광지,dfdsfs,국문,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,m,m,m,,,,,,2018-05-10,0,,,n,,,,,n,n,n,n,0,,,,,,,,,,,,,,
CNTS_000000000019654,관광지,해품은체험농장,국문,해품은체험농장,,y,,http://blog.naver.com/haepoom2,10776,,2,0,25,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-26,8,21558,,n,2016-10-26,2016-10-26,2016-10-26,2016-10-26,y,y,y,y,,y,,y,,y,,y,,2019-08-09,,2019-08-09,,y,
CNTS_000000000021760,음식점,서귀포네거리식당,국문,서귀포네거리식당,,y,5,,11531,,6,5,79,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-02-14,27,23105,,n,2017-02-14,2018-11-01,2018-11-01,2018-11-01,y,y,y,y,9,y,,y,,y,,y,,,,2019-02-25,,y,
CNTS_000000000019927,숙박,해바라기,국문,해바라기,,y,5,,2010,,0,1,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-28,1,4025,,n,2016-10-28,2016-10-28,2016-10-28,2016-10-28,n,n,n,n,1,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000021702,축제/행사,제7회 국제전기자동차엑스포,국문,제7회 국제전기자동차엑스포,,y,,,3280,,0,0,0,0,0,y,y,n,y,y,y,y,y,y,y,y,y,y,y,y,y,2017-01-24,0,6560,,n,2017-01-24,2019-05-03,2019-05-03,2019-05-03,y,y,y,y,,y,,y,,y,,y,,2020-01-20,,2019-05-03,,y,
CNTS_000000000021780,테마여행,감성으로 무장한<제주 쇼핑 스폿>,국문,감성으로 무장한<제주 쇼핑 스폿>,,y,,,5356,,1,0,12,0,0,y,y,n,y,y,y,y,y,y,y,y,n,n,n,y,y,2017-02-16,1,10715,,n,2017-02-16,2017-02-16,2017-02-16,2018-11-20,y,y,y,y,,y,y,y,y,n,n,y,y,2019-02-27,2019-02-19,2019-02-27,2019-02-14,y,n
CNTS_000000000020471,음식점,카이로스,국문,카이로스,,y,5,,5611,,0,7,22,0,0,y,y,y,y,y,y,y,y,y,m,m,y,y,y,y,y,2016-11-22,2,11257,,n,2016-11-22,2018-11-29,2016-11-22,2016-11-22,y,y,n,n,10,,,,,,,,,,,,,,
CNTS_000000000020418,음식점,청호식당,국문,청호식당,,y,5,,2387,,0,3,14,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-21,2,4789,,n,2016-11-21,2016-11-21,2016-11-21,2016-11-21,y,n,n,n,8,,,,,,,,,,,,,,
CNTS_000000000018700,숙박,바닷가하우스펜션,국문,바닷가하우스펜션,,y,,,1477,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-12,0,2954,,n,2016-10-12,2016-10-12,2016-10-12,2016-10-12,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000018704,숙박,메이풀하우스,국문,메이풀하우스,,y,,,2341,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-12,2,4682,,n,2016-10-12,2016-10-12,2016-10-12,2016-10-12,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000018758,숙박,UncleBORO게스트하우스,국문,UncleBORO게스트하우스,,y,3,,2062,,0,1,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2016-10-13,1,4129,,n,2016-10-13,2016-10-13,2016-10-13,2016-10-13,n,n,n,n,1,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000020799,숙박,블란디야,국문,블란디야,,y,3,,287,,0,1,0,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-11-30,0,579,,n,2016-11-30,2016-11-30,2016-11-30,2016-11-30,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000020873,숙박,제주시드니호텔,국문,제주시드니호텔,,y,4,,2137,,0,1,4,0,0,y,y,y,y,y,y,y,y,m,m,m,y,y,y,y,y,2016-12-07,0,4279,11952258,n,2016-12-07,2016-12-07,2016-12-07,2016-12-07,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_300000000012506,테마여행,유네스코,국문,유네스코,,y,0,,40,,0,0,0,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,2021-09-01,0,80,,n,2021-12-27,2021-12-27,2021-12-27,2021-12-27,y,y,y,y,0,y,y,y,y,y,y,y,y,,2021-12-29,2022-02-17,2021-12-27,y,y
CNTS_000000000020874,음식점,로드하우스,국문,로드하우스,,y,3,,496,,0,1,4,0,0,y,y,n,m,y,y,y,y,m,m,m,y,y,y,y,y,2016-12-07,0,992,9303430,n,2016-12-07,2016-12-07,2016-12-07,2016-12-07,n,n,n,n,1,,,,,,,,,,,,,,
